StartedOn,FinishedOn,RequestedEnergy,EnergyDelivered,Protocol,PaymentType,PricePolicyRef,CostPerKWh,SessionCost,BonusPointsRedeemed,BonusPointsGained,VehicleID,StationPointID,ProviderID
2020/01/09 11:23:56,2020/01/09 13:9:38,NULL,26.2,OCPI,Credit Card,Discount,0.08,0.7,140,26,28,36,1
2020/09/14 19:31:52,2020/09/14 21:42:53,NULL,27.3,OCHP,Credit Card,Fast Pro,0.16,4.17,20,27,28,7,3
2020/06/24 8:29:44,2020/06/24 10:9:42,23.2,22.7,OCHP,Credit Card,Standard,0.1,2.27,0,22,4,40,4
2020/01/01 2:27:5,2020/01/01 4:35:42,16.4,17.3,OpenADR,Credit Card,Discount,0.08,1.38,0,17,30,163,5
2020/04/17 1:27:1,2020/04/17 2:45:50,31.2,32.1,ISO15118,Credit Card,Fast Pro,0.16,5.14,0,32,28,105,3
2020/05/23 6:33:56,2020/05/23 8:49:48,16.4,15.9,OCCP,Credit Card,Discount,0.08,1.27,0,15,5,36,5
2020/02/18 4:20:20,2020/02/18 5:20:58,32.8,32.2,OICP,Credit Card,Standard,0.1,3.22,0,32,31,116,2
2020/06/16 7:28:45,2020/06/16 8:58:50,26.5,26.0,OCCP,Credit Card,Standard,0.1,2.6,0,26,32,106,4
2020/08/08 11:16:16,2020/08/08 12:33:31,35.5,34.7,OICP,Credit Card,Discount,0.08,2.78,0,34,10,186,2
2020/11/17 7:45:57,2020/11/17 8:26:20,NULL,22.2,OICP,Credit Card,Discount,0.08,1.78,0,22,20,135,2
2020/09/18 5:5:29,2020/09/18 6:24:42,19.4,18.6,OCHP,Credit Card,Standard,0.1,1.86,0,18,18,178,3
2020/05/13 5:7:15,2020/05/13 6:26:16,NULL,23.4,OCHP,Credit Card,Fast Pro,0.16,3.74,0,23,25,61,5
2020/01/14 5:51:42,2020/01/14 7:12:42,19.5,20.1,OpenADR,Credit Card,Fast Pro,0.16,2.27,95,20,18,60,5
2020/03/22 15:39:6,2020/03/22 17:8:1,NULL,15.8,OCPI,Credit Card,Fast Pro,0.16,2.53,0,15,8,39,4
2020/10/04 13:48:52,2020/10/04 14:17:36,NULL,19.8,OCHP,Credit Card,Standard,0.1,1.98,0,19,26,28,4
2020/09/08 5:28:44,2020/09/08 7:10:44,NULL,35.8,OCPI,Credit Card,Standard,0.1,2.64,94,35,28,176,4
2020/08/07 0:22:12,2020/08/07 2:0:21,28.3,29.1,ISO15118,Credit Card,Discount,0.08,2.33,0,29,26,140,3
2020/03/08 3:47:30,2020/03/08 4:48:3,NULL,33.0,OCCP,Credit Card,Standard,0.1,3.3,0,33,31,134,4
2020/06/10 4:14:42,2020/06/10 5:34:22,NULL,30.0,OCHP,Credit Card,Standard,0.1,3.0,0,30,26,97,1
2020/11/03 9:40:48,2020/11/03 11:11:41,36.3,37.2,OCHP,Credit Card,Military,0.04,0.86,63,37,15,37,4
2020/11/30 10:7:28,2020/11/30 11:56:31,24.6,24.2,ISO15118,Credit Card,Standard,0.1,2.42,0,24,14,198,1
2020/07/24 13:58:42,2020/07/24 14:13:6,NULL,35.5,OCPI,Credit Card,Standard,0.1,3.55,0,35,31,15,2
2020/07/15 1:49:20,2020/07/15 2:44:46,NULL,24.9,OCHP,Credit Card,Standard,0.1,2.49,0,24,22,94,4
2020/11/26 14:29:53,2020/11/26 16:40:0,36.3,36.3,OCHP,Credit Card,Standard,0.1,2.3,133,36,15,78,2
2020/02/28 7:18:48,2020/02/28 9:20:31,30.9,30.4,OpenADR,Credit Card,Fast Pro,0.16,4.86,0,30,16,148,5
2020/09/22 16:46:29,2020/09/22 18:30:6,33.8,33.8,OCCP,Credit Card,Standard,0.1,3.38,0,33,13,87,4
2020/11/04 15:7:14,2020/11/04 17:17:32,NULL,31.1,OCCP,Credit Card,Standard,0.1,3.06,5,31,21,178,1
2020/08/26 10:31:15,2020/08/26 11:39:31,17.0,16.2,ISO15118,Credit Card,Fast Pro,0.16,1.54,105,16,32,154,4
2020/04/30 5:42:36,2020/04/30 7:5:41,19.0,19.1,OCPI,Credit Card,Fast Pro,0.16,3.06,0,19,23,104,1
2020/09/06 11:42:5,2020/09/06 12:49:51,32.6,32.5,ISO15118,Credit Card,Fast Pro,0.16,5.2,0,32,10,189,2
2020/06/09 13:22:12,2020/06/09 15:16:14,26.7,27.6,OCPI,Credit Card,Standard,0.1,2.76,0,27,6,194,2
2020/05/17 10:38:31,2020/05/17 11:49:39,20.3,19.5,OpenADR,Credit Card,Discount,0.08,0.64,92,19,16,195,3
2020/07/28 15:0:29,2020/07/28 16:39:1,21.7,21.7,OCHP,Credit Card,Standard,0.1,2.17,0,21,34,131,5
2020/12/24 14:47:16,2020/12/24 15:26:45,30.9,31.4,OCCP,Credit Card,Discount,0.08,2.51,0,31,23,113,1
2020/06/06 17:58:44,2020/06/06 19:6:11,NULL,22.3,OICP,Credit Card,Military,0.04,0.89,0,22,30,46,2
2020/05/23 18:14:42,2020/05/23 20:29:45,26.9,27.1,OpenADR,Credit Card,Fast Pro,0.16,4.34,0,27,29,160,2
2020/04/28 7:16:9,2020/04/28 9:9:36,35.4,34.7,OpenADR,Credit Card,Discount,0.08,2.46,32,34,32,33,2
2020/01/18 2:31:22,2020/01/18 4:46:39,NULL,19.5,OCHP,Credit Card,Discount,0.08,1.56,0,19,24,194,2
2020/01/11 13:0:53,2020/01/11 15:6:45,NULL,23.2,OpenADR,Credit Card,Discount,0.08,1.86,0,23,11,124,2
2020/06/19 12:20:37,2020/06/19 14:17:18,NULL,15.4,OpenADR,Credit Card,Standard,0.1,1.54,0,15,2,142,3
2020/08/04 18:47:24,2020/08/04 20:14:53,NULL,18.9,OpenADR,Credit Card,Standard,0.1,1.89,0,18,19,36,2
2020/03/02 8:42:20,2020/03/02 9:55:18,NULL,35.5,ISO15118,Credit Card,Fast Pro,0.16,5.68,0,35,14,170,3
2020/08/25 9:11:35,2020/08/25 10:4:25,36.7,37.2,ISO15118,Credit Card,Discount,0.08,2.98,0,37,10,88,3
2020/02/20 16:57:35,2020/02/20 17:48:18,NULL,23.3,OCPI,Credit Card,Standard,0.1,2.33,0,23,14,165,4
2020/07/09 15:35:15,2020/07/09 17:47:25,18.6,18.0,ISO15118,Credit Card,Fast Pro,0.16,2.88,0,18,2,189,5
2020/06/20 15:27:3,2020/06/20 17:34:23,32.2,31.7,OCHP,Credit Card,Military,0.04,-0.24,151,31,11,129,1
2020/02/02 12:19:30,2020/02/02 14:3:22,16.7,16.5,OICP,Credit Card,Standard,0.1,1.65,0,16,1,174,3
2020/07/01 2:12:32,2020/07/01 3:7:26,16.4,16.1,OCPI,Credit Card,Fast Pro,0.16,0.97,161,16,6,195,5
2020/03/11 3:44:31,2020/03/11 5:34:30,NULL,30.9,OCPI,Credit Card,Discount,0.08,2.47,0,30,30,29,3
2020/05/09 3:19:4,2020/05/09 4:48:12,NULL,35.0,OCCP,Credit Card,Fast Pro,0.16,5.6,0,35,17,56,5
2020/11/10 2:31:37,2020/11/10 3:57:49,NULL,35.6,OCCP,Credit Card,Standard,0.1,3.56,0,35,2,120,1
2020/08/20 10:5:26,2020/08/20 11:28:11,NULL,28.9,OCHP,Credit Card,Discount,0.08,2.31,0,28,18,87,4
2020/11/05 2:16:49,2020/11/05 3:4:28,NULL,16.3,OICP,Credit Card,Discount,0.08,1.3,0,16,2,57,4
2020/04/29 1:16:29,2020/04/29 2:30:55,24.5,24.9,ISO15118,Credit Card,Fast Pro,0.16,3.98,0,24,33,54,5
2020/01/17 13:47:28,2020/01/17 15:4:6,27.6,28.5,OpenADR,Credit Card,Standard,0.1,2.85,0,28,17,22,1
2020/08/07 15:1:4,2020/08/07 17:14:18,NULL,29.0,OCPI,Credit Card,Standard,0.1,1.11,179,29,18,179,3
2020/10/27 13:49:16,2020/10/27 14:15:2,NULL,31.1,OCCP,Credit Card,Fast Pro,0.16,4.92,6,31,22,54,2
2020/05/09 15:6:28,2020/05/09 16:38:55,NULL,17.3,OCPI,Credit Card,Fast Pro,0.16,2.77,0,17,20,92,2
2020/10/12 7:16:51,2020/10/12 9:33:0,NULL,23.4,OCPI,Credit Card,Fast Pro,0.16,3.74,0,23,17,136,2
2020/07/11 6:7:41,2020/07/11 7:26:55,29.6,29.1,OpenADR,Credit Card,Discount,0.08,1.24,109,29,33,84,3
2020/04/03 9:44:3,2020/04/03 10:11:43,36.4,36.5,OCPI,Credit Card,Military,0.04,1.46,0,36,31,127,3
2020/04/17 9:54:28,2020/04/17 10:23:24,19.9,20.7,ISO15118,Credit Card,Discount,0.08,1.66,0,20,12,54,5
2020/08/07 7:28:12,2020/08/07 8:13:17,29.2,29.8,OCCP,Credit Card,Fast Pro,0.16,4.77,0,29,2,109,3
2020/08/17 16:20:45,2020/08/17 18:24:57,15.5,16.4,OCCP,Credit Card,Standard,0.1,1.64,0,16,32,123,5
2020/03/27 13:12:55,2020/03/27 14:46:14,15.2,15.4,OICP,Credit Card,Discount,0.08,1.23,0,15,16,143,2
2020/11/25 5:25:29,2020/11/25 6:55:45,NULL,35.4,OCHP,Credit Card,Military,0.04,-0.43,185,35,32,171,4
2020/10/30 8:4:56,2020/10/30 9:5:46,NULL,26.7,OpenADR,Credit Card,Discount,0.08,2.14,0,26,13,15,4
2020/01/10 1:36:12,2020/01/10 2:43:30,17.3,16.4,OICP,Credit Card,Fast Pro,0.16,2.62,0,16,5,168,4
2020/08/10 18:27:7,2020/08/10 19:23:25,NULL,17.8,OCCP,Credit Card,Discount,0.08,1.42,0,17,24,180,5
2020/12/02 10:20:40,2020/12/02 11:49:1,NULL,25.3,ISO15118,Credit Card,Fast Pro,0.16,4.05,0,25,26,60,5
2020/05/16 18:17:1,2020/05/16 19:20:11,17.5,16.9,OICP,Credit Card,Military,0.04,0.27,41,16,9,159,1
2020/10/22 15:0:52,2020/10/22 17:41:55,37.3,36.3,OICP,Credit Card,Discount,0.08,2.9,0,36,5,180,1
2020/06/08 3:3:14,2020/06/08 4:22:47,NULL,21.6,OCPI,Credit Card,Standard,0.1,0.3,186,21,4,75,2
2020/11/03 16:58:54,2020/11/03 18:36:15,NULL,27.5,OCPI,Credit Card,Standard,0.1,2.75,0,27,32,156,3
2020/07/17 2:42:57,2020/07/17 3:9:31,30.7,30.4,ISO15118,Credit Card,Standard,0.1,2.88,16,30,4,179,4
2020/05/13 17:33:26,2020/05/13 18:49:10,NULL,26.5,OICP,Credit Card,Standard,0.1,2.65,0,26,18,119,2
2020/04/10 4:20:26,2020/04/10 5:36:30,19.1,19.6,OCCP,Credit Card,Standard,0.1,1.36,60,19,31,90,2
2020/10/05 16:58:23,2020/10/05 17:6:29,26.6,26.5,OCHP,Credit Card,Fast Pro,0.16,2.33,191,26,2,165,2
2020/06/16 10:31:9,2020/06/16 12:45:37,15.7,15.5,OpenADR,Credit Card,Fast Pro,0.16,2.48,0,15,23,133,4
2020/03/26 16:47:0,2020/03/26 17:19:32,NULL,21.9,OCPI,Credit Card,Discount,0.08,1.75,0,21,29,140,5
2020/07/12 14:37:9,2020/07/12 15:49:57,19.5,18.7,OICP,Credit Card,Fast Pro,0.16,2.99,0,18,12,41,5
2020/04/10 18:8:41,2020/04/10 19:40:2,NULL,14.4,OCPI,Credit Card,Standard,0.1,1.44,0,14,31,126,2
2020/06/20 15:28:25,2020/06/20 16:45:30,22.9,22.7,OCPI,Credit Card,Standard,0.1,2.27,0,22,1,152,2
2020/06/10 13:9:48,2020/06/10 15:36:14,35.8,36.4,OCPI,Credit Card,Fast Pro,0.16,5.82,0,36,29,166,4
2020/06/14 6:25:50,2020/06/14 8:19:28,NULL,15.6,OCPI,Credit Card,Standard,0.1,0.72,84,15,32,124,1
2020/05/22 3:17:24,2020/05/22 4:10:19,29.3,28.7,OICP,Credit Card,Discount,0.08,1.14,116,28,32,99,3
2020/10/26 11:33:43,2020/10/26 13:33:25,31.2,32.1,ISO15118,Credit Card,Fast Pro,0.16,5.14,0,32,19,191,5
2020/12/28 14:7:56,2020/12/28 15:33:9,NULL,27.5,OCHP,Credit Card,Standard,0.1,2.75,0,27,14,185,5
2020/05/19 7:8:2,2020/05/19 8:19:31,25.1,26.0,OpenADR,Credit Card,Fast Pro,0.16,3.02,114,26,22,184,3
2020/10/26 1:11:33,2020/10/26 3:20:50,NULL,18.1,OCHP,Credit Card,Standard,0.1,1.81,0,18,30,199,5
2020/02/14 11:24:28,2020/02/14 13:34:12,NULL,35.8,ISO15118,Credit Card,Discount,0.08,2.49,37,35,16,28,1
2020/04/11 13:25:31,2020/04/11 15:15:15,28.7,27.8,OCCP,Credit Card,Standard,0.1,2.78,0,27,21,51,5
2020/03/30 4:42:15,2020/03/30 5:51:4,36.3,36.3,ISO15118,Credit Card,Standard,0.1,3.63,0,36,5,177,3
2020/05/23 19:29:54,2020/05/23 20:22:25,NULL,36.6,OCPI,Credit Card,Discount,0.08,2.93,0,36,4,65,4
2020/03/16 18:42:16,2020/03/16 20:4:29,31.7,31.9,OCPI,Credit Card,Standard,0.1,3.19,0,31,28,61,3
2020/04/08 7:34:1,2020/04/08 8:32:7,NULL,16.4,OpenADR,Credit Card,Discount,0.08,1.31,0,16,28,14,5
2020/09/21 7:53:34,2020/09/21 9:31:14,NULL,20.0,ISO15118,Credit Card,Military,0.04,0.8,0,20,3,50,5
2020/07/17 11:31:53,2020/07/17 12:29:9,18.4,18.6,OICP,Credit Card,Fast Pro,0.16,2.98,0,18,7,37,1
2020/04/09 6:14:45,2020/04/09 8:12:40,NULL,23.2,OICP,Credit Card,Standard,0.1,2.32,0,23,13,84,3
2020/03/09 0:41:35,2020/03/09 2:13:50,35.2,35.4,OICP,Credit Card,Standard,0.1,3.54,0,35,34,78,3
2020/09/18 17:4:32,2020/09/18 19:26:32,NULL,26.3,OCHP,Credit Card,Discount,0.08,0.74,136,26,5,109,4
2020/02/09 1:42:34,2020/02/09 3:58:55,21.8,22.3,OCPI,Credit Card,Fast Pro,0.16,3.57,0,22,6,79,4
2020/04/08 19:17:8,2020/04/08 20:24:29,17.9,18.0,ISO15118,Credit Card,Standard,0.1,1.8,0,18,18,101,3
2020/08/25 14:26:10,2020/08/25 15:39:53,NULL,15.0,OCCP,Credit Card,Standard,0.1,1.5,0,15,23,192,2
2020/09/27 12:42:43,2020/09/27 13:35:6,34.5,35.0,OICP,Credit Card,Standard,0.1,3.5,0,35,9,73,5
2020/10/29 19:4:30,2020/10/29 20:1:45,17.8,18.2,OICP,Credit Card,Discount,0.08,1.0,46,18,10,176,5
2020/08/25 18:29:47,2020/08/25 20:28:55,31.0,30.3,OCHP,Credit Card,Standard,0.1,1.31,172,30,32,50,3
2020/10/10 11:26:44,2020/10/10 13:23:35,20.2,20.2,OICP,Credit Card,Fast Pro,0.16,3.23,0,20,15,98,1
2020/09/22 19:10:21,2020/09/22 20:22:41,27.2,27.4,OCCP,Credit Card,Standard,0.1,2.74,0,27,1,5,5
2020/01/14 1:54:9,2020/01/14 3:53:40,NULL,28.3,OCCP,Credit Card,Fast Pro,0.16,4.53,0,28,27,32,4
2020/08/15 6:34:30,2020/08/15 7:34:43,NULL,23.8,OpenADR,Credit Card,Fast Pro,0.16,3.81,0,23,33,51,4
2020/11/06 2:11:18,2020/11/06 3:8:2,36.6,37.5,OCHP,Credit Card,Discount,0.08,3.0,0,37,31,28,2
2020/09/18 13:52:18,2020/09/18 15:0:22,16.7,17.3,OCPI,Credit Card,Standard,0.1,1.73,0,17,20,12,5
2020/12/17 1:43:31,2020/12/17 3:13:28,NULL,31.3,OCCP,Credit Card,Fast Pro,0.16,5.01,0,31,7,44,1
2020/06/13 18:57:42,2020/06/13 19:14:8,NULL,32.0,OCHP,Credit Card,Discount,0.08,2.56,0,32,9,42,2
2020/06/16 16:45:35,2020/06/16 17:55:54,32.8,32.5,OICP,Credit Card,Discount,0.08,2.6,0,32,19,17,3
2020/02/15 8:46:5,2020/02/15 9:24:14,NULL,35.1,ISO15118,Credit Card,Discount,0.08,1.6,121,35,9,163,3
2020/04/06 9:35:43,2020/04/06 10:57:32,NULL,22.6,OpenADR,Credit Card,Standard,0.1,0.54,172,22,9,196,5
2020/08/14 0:8:35,2020/08/14 2:21:27,19.4,18.7,OICP,Credit Card,Standard,0.1,1.87,0,18,4,101,5
2020/03/06 14:28:30,2020/03/06 16:18:52,28.7,29.5,OCHP,Credit Card,Military,0.04,1.18,0,29,27,151,3
2020/08/25 4:36:17,2020/08/25 5:45:29,22.2,22.2,OpenADR,Credit Card,Standard,0.1,2.22,0,22,12,5,1
2020/10/24 8:14:9,2020/10/24 10:23:48,31.4,31.2,OpenADR,Credit Card,Discount,0.08,2.5,0,31,23,23,4
2020/07/14 10:9:3,2020/07/14 12:27:52,NULL,25.7,OCHP,Credit Card,Fast Pro,0.16,4.11,0,25,22,171,3
2020/04/27 0:20:4,2020/04/27 2:38:39,NULL,21.5,ISO15118,Credit Card,Standard,0.1,2.15,0,21,12,168,1
2020/07/22 5:34:21,2020/07/22 7:3:31,NULL,20.9,OICP,Credit Card,Fast Pro,0.16,2.96,38,20,34,178,1
2020/07/15 2:4:2,2020/07/15 4:38:38,15.1,15.6,OICP,Credit Card,Fast Pro,0.16,2.5,0,15,7,69,3
2020/10/08 8:32:34,2020/10/08 10:8:36,NULL,21.5,OCCP,Credit Card,Fast Pro,0.16,3.44,0,21,29,39,2
2020/03/14 19:17:39,2020/03/14 20:21:22,23.6,24.5,OpenADR,Credit Card,Discount,0.08,1.96,0,24,34,169,1
2020/09/20 4:39:25,2020/09/20 6:13:14,NULL,24.8,OpenADR,Credit Card,Standard,0.1,2.48,0,24,26,5,2
2020/12/06 8:8:56,2020/12/06 9:49:12,NULL,25.6,OICP,Credit Card,Standard,0.1,2.56,0,25,14,37,5
2020/04/03 18:14:0,2020/04/03 19:10:36,18.5,17.9,OCHP,Credit Card,Fast Pro,0.16,2.86,0,17,29,64,2
2020/01/07 18:55:52,2020/01/07 19:49:49,NULL,19.2,OCHP,Credit Card,Fast Pro,0.16,3.07,0,19,9,174,4
2020/11/28 12:6:5,2020/11/28 13:13:58,19.4,19.5,OCCP,Credit Card,Military,0.04,0.78,0,19,25,91,1
2020/07/01 10:50:17,2020/07/01 11:4:40,NULL,31.4,OCHP,Credit Card,Fast Pro,0.16,5.02,0,31,3,171,4
2020/07/30 6:46:6,2020/07/30 7:10:47,NULL,22.7,OCHP,Credit Card,Standard,0.1,2.27,0,22,28,133,5
2020/12/21 12:3:30,2020/12/21 13:36:19,27.4,27.9,OCPI,Credit Card,Fast Pro,0.16,4.2,26,27,3,140,1
2020/11/20 2:41:58,2020/11/20 4:7:46,31.5,32.1,ISO15118,Credit Card,Discount,0.08,2.57,0,32,3,172,4
2020/03/31 18:22:4,2020/03/31 19:52:2,26.8,27.5,OICP,Credit Card,Standard,0.1,2.75,0,27,19,133,2
2020/09/12 16:14:20,2020/09/12 17:30:28,NULL,32.8,OpenADR,Credit Card,Military,0.04,1.31,0,32,29,82,3
2020/04/27 8:20:0,2020/04/27 9:22:25,NULL,29.9,ISO15118,Credit Card,Fast Pro,0.16,4.78,0,29,3,47,5
2020/04/28 1:41:42,2020/04/28 3:38:27,NULL,17.3,OCPI,Credit Card,Standard,0.1,1.73,0,17,21,181,5
2020/09/13 2:57:57,2020/09/13 3:57:15,19.5,18.7,OCHP,Credit Card,Fast Pro,0.16,2.99,0,18,9,134,5
2020/02/06 9:11:37,2020/02/06 10:16:28,NULL,36.8,OCCP,Credit Card,Discount,0.08,2.94,0,36,26,84,1
2020/10/31 0:14:2,2020/10/31 1:20:52,27.0,26.0,OpenADR,Credit Card,Fast Pro,0.16,4.16,0,26,8,91,5
2020/05/27 15:28:7,2020/05/27 17:53:21,29.5,28.7,OCCP,Credit Card,Fast Pro,0.16,4.59,0,28,16,109,1
2020/05/28 9:19:42,2020/05/28 11:19:23,17.2,17.6,OpenADR,Credit Card,Fast Pro,0.16,2.82,0,17,17,182,5
2020/12/08 14:2:8,2020/12/08 16:39:23,NULL,27.5,OCCP,Credit Card,Standard,0.1,2.75,0,27,22,40,3
2020/03/31 12:27:52,2020/03/31 13:3:57,17.0,17.1,OCHP,Credit Card,Standard,0.1,1.71,0,17,32,10,5
2020/02/29 14:0:42,2020/02/29 16:48:29,23.5,22.6,OpenADR,Credit Card,Discount,0.08,1.81,0,22,24,86,5
2020/02/25 18:21:46,2020/02/25 20:23:1,25.0,24.1,OpenADR,Credit Card,Standard,0.1,0.81,160,24,11,96,1
2020/12/01 9:43:40,2020/12/01 11:11:29,NULL,28.2,OICP,Credit Card,Fast Pro,0.16,4.51,0,28,17,24,1
2020/09/20 14:55:40,2020/09/20 15:34:15,32.9,33.2,OCCP,Credit Card,Fast Pro,0.16,5.14,17,33,18,198,1
2020/02/25 16:28:23,2020/02/25 17:42:41,31.8,30.9,OpenADR,Credit Card,Standard,0.1,3.09,0,30,11,117,1
2020/07/17 4:57:57,2020/07/17 5:49:49,29.3,30.1,OCHP,Credit Card,Fast Pro,0.16,4.48,34,30,9,150,1
2020/11/27 16:9:7,2020/11/27 17:46:33,NULL,24.1,OICP,Credit Card,Standard,0.1,2.41,0,24,30,127,5
2020/12/23 16:42:36,2020/12/23 17:26:8,NULL,16.3,OCHP,Credit Card,Standard,0.1,1.63,0,16,15,137,1
2020/05/23 15:48:2,2020/05/23 16:34:15,NULL,20.4,ISO15118,Credit Card,Discount,0.08,0.2,143,20,7,148,5
2020/06/06 4:11:39,2020/06/06 5:10:44,32.9,32.2,OICP,Credit Card,Fast Pro,0.16,5.15,0,32,17,54,2
2020/10/02 0:53:50,2020/10/02 2:31:0,NULL,32.6,OCHP,Credit Card,Discount,0.08,1.42,119,32,13,18,5
2020/11/10 18:35:49,2020/11/10 20:25:30,16.1,15.3,OCPI,Credit Card,Standard,0.1,1.12,41,15,25,31,4
2020/01/13 8:49:48,2020/01/13 10:42:21,NULL,33.0,OCHP,Credit Card,Fast Pro,0.16,5.13,15,33,6,40,3
2020/08/30 14:12:3,2020/08/30 16:51:56,NULL,15.2,OCPI,Credit Card,Discount,0.08,1.22,0,15,7,21,4
2020/08/08 11:39:28,2020/08/08 13:8:39,36.9,37.1,OCHP,Credit Card,Discount,0.08,2.97,0,37,34,168,3
2020/01/12 9:34:21,2020/01/12 10:1:24,24.3,24.6,OCCP,Credit Card,Standard,0.1,2.46,0,24,11,64,1
2020/07/11 8:36:40,2020/07/11 9:9:29,34.9,34.7,OCCP,Credit Card,Standard,0.1,2.03,144,34,8,11,4
2020/03/01 1:52:24,2020/03/01 2:45:24,32.9,33.5,OICP,Credit Card,Military,0.04,1.34,0,33,9,78,3
2020/01/17 8:31:21,2020/01/17 10:49:3,NULL,18.4,OCPI,Credit Card,Discount,0.08,1.47,0,18,7,39,4
2020/09/05 12:34:58,2020/09/05 13:35:42,33.9,33.4,OCHP,Credit Card,Fast Pro,0.16,3.97,137,33,17,115,3
2020/02/29 8:13:18,2020/02/29 9:36:18,NULL,29.7,OCCP,Credit Card,Fast Pro,0.16,4.75,0,29,9,173,3
2020/07/01 17:16:56,2020/07/01 18:44:57,NULL,17.3,OCCP,Credit Card,Standard,0.1,1.73,0,17,3,178,3
2020/05/27 4:20:21,2020/05/27 5:56:3,23.9,24.6,OCCP,Credit Card,Fast Pro,0.16,3.94,0,24,9,179,4
2020/04/16 16:42:30,2020/04/16 17:57:21,22.5,22.3,OICP,Credit Card,Discount,0.08,1.78,0,22,24,166,5
2020/08/28 19:0:52,2020/08/28 20:30:12,NULL,17.5,OICP,Credit Card,Standard,0.1,1.08,67,17,13,106,3
2020/12/30 0:31:11,2020/12/30 2:58:25,35.5,36.3,OICP,Credit Card,Standard,0.1,3.63,0,36,33,78,4
2020/09/19 4:20:6,2020/09/19 6:28:26,NULL,18.4,OICP,Credit Card,Fast Pro,0.16,1.13,181,18,14,175,4
2020/05/08 7:18:47,2020/05/08 8:14:51,NULL,28.6,ISO15118,Credit Card,Fast Pro,0.16,4.58,0,28,31,61,3
2020/01/24 1:11:57,2020/01/24 2:58:2,35.8,36.3,OCHP,Credit Card,Fast Pro,0.16,5.81,0,36,17,186,2
2020/06/03 16:56:1,2020/06/03 17:43:38,NULL,21.2,OpenADR,Credit Card,Military,0.04,0.85,0,21,27,108,4
2020/01/26 17:30:5,2020/01/26 19:39:56,32.1,31.5,OICP,Credit Card,Discount,0.08,2.52,0,31,15,172,1
2020/09/05 16:11:16,2020/09/05 17:43:7,NULL,20.2,OCCP,Credit Card,Fast Pro,0.16,3.23,0,20,23,129,2
2020/07/02 6:44:34,2020/07/02 8:48:24,NULL,32.0,ISO15118,Credit Card,Standard,0.1,2.86,34,32,9,109,3
2020/03/19 18:57:3,2020/03/19 20:10:49,NULL,18.2,OCPI,Credit Card,Standard,0.1,1.82,0,18,6,147,2
2020/09/03 13:28:25,2020/09/03 15:34:43,18.7,19.1,OpenADR,Credit Card,Fast Pro,0.16,3.06,0,19,25,75,2
2020/02/24 3:18:16,2020/02/24 4:53:25,NULL,18.0,OICP,Credit Card,Discount,0.08,1.44,0,18,16,161,3
2020/08/15 10:50:57,2020/08/15 12:40:50,30.7,29.7,OCCP,Credit Card,Standard,0.1,2.33,64,29,5,195,2
2020/03/06 14:26:49,2020/03/06 15:38:58,NULL,25.7,OpenADR,Credit Card,Standard,0.1,2.13,44,25,32,34,1
2020/06/30 12:5:3,2020/06/30 13:45:21,15.2,15.7,OCHP,Credit Card,Standard,0.1,1.57,0,15,29,113,2
